eval_model_name,generator_model_name,re_eval_model_name,initial_log_path,adaptive_log_path,re_eval_log_path,use_example,use_cot_target,use_cot_in_context_attacker,num_epochs,adaptive_accuracy,adaptive_accuracy_judged,adaptive_scorer_name,re_eval_accuracy,re_eval_accuracy_judged,re_eval_scorer_name,judge_model_name,positive_samples,negative_samples,passed_judge_count,adaptive_incorrect_count,re_eval_incorrect_count,novelty_results_file
openai/gpt-4o,openai/gpt-4o,openai/gpt-4o,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/2025-04-04T02-37-19+00-00_legalbench-initial-aggregated_fs6a43suD9Sq3ALeqAUva5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o_openai_gpt-4o_pos1_neg8/2025-04-04T02-38-30+00-00_adaptive-legal_bnGKyGp6M7gyuemZoDiM6n.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o_openai_gpt-4o_pos1_neg8/re_eval/openai_gpt-4o/2025-04-04T02-40-48+00-00_re-evaluate-adaptive-legal_LHMj85cmXPcmbCjYcMwiWD.eval,True,True,True,150,0.7866666666666666,,adaptive_legal_scorer,0.391304347826087,,choice,anthropic/claude-3-5-sonnet-latest,1,8,23,23,14,results/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/novelty_legal_maud_ability_to_consummate_concept_is_subject_to_mae_carveouts_openai_gpt-4o_openai_gpt-4o_20250404_024045.csv
openai/gpt-4o,openai/gpt-4o,openai/gpt-4o-mini,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/2025-04-04T02-37-19+00-00_legalbench-initial-aggregated_fs6a43suD9Sq3ALeqAUva5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o_openai_gpt-4o_pos1_neg8/2025-04-04T02-38-30+00-00_adaptive-legal_bnGKyGp6M7gyuemZoDiM6n.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o_openai_gpt-4o_pos1_neg8/re_eval/openai_gpt-4o-mini/2025-04-04T02-41-07+00-00_re-evaluate-adaptive-legal_P6ZCdyw58RBX3MRBfNjMDs.eval,True,True,True,150,0.7866666666666666,,adaptive_legal_scorer,0.5652173913043478,,choice,anthropic/claude-3-5-sonnet-latest,1,8,23,23,10,results/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/novelty_legal_maud_ability_to_consummate_concept_is_subject_to_mae_carveouts_openai_gpt-4o_openai_gpt-4o_20250404_024045.csv
openai/gpt-4o,openai/gpt-4o,together/meta-llama/Llama-3.3-70B-Instruct-Turbo,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/2025-04-04T02-37-19+00-00_legalbench-initial-aggregated_fs6a43suD9Sq3ALeqAUva5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o_openai_gpt-4o_pos1_neg8/2025-04-04T02-38-30+00-00_adaptive-legal_bnGKyGp6M7gyuemZoDiM6n.eval,,True,True,True,150,0.7866666666666666,,adaptive_legal_scorer,,,,anthropic/claude-3-5-sonnet-latest,1,8,0,0,0,results/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/novelty_legal_maud_ability_to_consummate_concept_is_subject_to_mae_carveouts_openai_gpt-4o_openai_gpt-4o_20250404_024045.csv
openai/gpt-4o,openai/gpt-4o,openai/o3-mini,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/2025-04-04T02-37-19+00-00_legalbench-initial-aggregated_fs6a43suD9Sq3ALeqAUva5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o_openai_gpt-4o_pos1_neg8/2025-04-04T02-38-30+00-00_adaptive-legal_bnGKyGp6M7gyuemZoDiM6n.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o_openai_gpt-4o_pos1_neg8/re_eval/openai_o3-mini/2025-04-04T02-41-29+00-00_re-evaluate-adaptive-legal_9KZGxaJyhmn2QrE8Niph77.eval,True,True,True,150,0.7866666666666666,,adaptive_legal_scorer,0.43478260869565216,,choice,anthropic/claude-3-5-sonnet-latest,1,8,23,23,13,results/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/novelty_legal_maud_ability_to_consummate_concept_is_subject_to_mae_carveouts_openai_gpt-4o_openai_gpt-4o_20250404_024045.csv
openai/gpt-4o,openai/gpt-4o,anthropic/claude-3-5-sonnet-latest,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/2025-04-04T02-37-19+00-00_legalbench-initial-aggregated_fs6a43suD9Sq3ALeqAUva5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o_openai_gpt-4o_pos1_neg8/2025-04-04T02-38-30+00-00_adaptive-legal_bnGKyGp6M7gyuemZoDiM6n.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o_openai_gpt-4o_pos1_neg8/re_eval/anthropic_claude-3-5-sonnet-latest/2025-04-04T02-42-04+00-00_re-evaluate-adaptive-legal_KfafdEq8TZ9RV2BiX2MJhT.eval,True,True,True,150,0.7866666666666666,,adaptive_legal_scorer,0.4782608695652174,,choice,anthropic/claude-3-5-sonnet-latest,1,8,23,23,12,results/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/novelty_legal_maud_ability_to_consummate_concept_is_subject_to_mae_carveouts_openai_gpt-4o_openai_gpt-4o_20250404_024045.csv
openai/gpt-4o-mini,openai/gpt-4o,openai/gpt-4o,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/2025-04-04T02-37-19+00-00_legalbench-initial-aggregated_fs6a43suD9Sq3ALeqAUva5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/2025-04-04T02-42-28+00-00_adaptive-legal_HwP2uMeCsFn4PkB6i378hH.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/re_eval/openai_gpt-4o/2025-04-04T02-44-46+00-00_re-evaluate-adaptive-legal_63TnEBaxEL7MQCvNCok2cz.eval,True,True,True,150,0.44666666666666666,,adaptive_legal_scorer,0.5875,,choice,anthropic/claude-3-5-sonnet-latest,1,8,80,80,33,results/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/novelty_legal_maud_ability_to_consummate_concept_is_subject_to_mae_carveouts_openai_gpt-4o-mini_openai_gpt-4o_20250404_024444.csv
openai/gpt-4o-mini,openai/gpt-4o,openai/gpt-4o-mini,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/2025-04-04T02-37-19+00-00_legalbench-initial-aggregated_fs6a43suD9Sq3ALeqAUva5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/2025-04-04T02-42-28+00-00_adaptive-legal_HwP2uMeCsFn4PkB6i378hH.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/re_eval/openai_gpt-4o-mini/2025-04-04T02-45-37+00-00_re-evaluate-adaptive-legal_ZDBJ7jkAFVo5H6jeZ4aFcQ.eval,True,True,True,150,0.44666666666666666,,adaptive_legal_scorer,0.1375,,choice,anthropic/claude-3-5-sonnet-latest,1,8,80,80,69,results/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/novelty_legal_maud_ability_to_consummate_concept_is_subject_to_mae_carveouts_openai_gpt-4o-mini_openai_gpt-4o_20250404_024444.csv
openai/gpt-4o-mini,openai/gpt-4o,together/meta-llama/Llama-3.3-70B-Instruct-Turbo,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/2025-04-04T02-37-19+00-00_legalbench-initial-aggregated_fs6a43suD9Sq3ALeqAUva5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/2025-04-04T02-42-28+00-00_adaptive-legal_HwP2uMeCsFn4PkB6i378hH.eval,,True,True,True,150,0.44666666666666666,,adaptive_legal_scorer,,,,anthropic/claude-3-5-sonnet-latest,1,8,0,0,0,results/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/novelty_legal_maud_ability_to_consummate_concept_is_subject_to_mae_carveouts_openai_gpt-4o-mini_openai_gpt-4o_20250404_024444.csv
openai/gpt-4o-mini,openai/gpt-4o,openai/o3-mini,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/2025-04-04T02-37-19+00-00_legalbench-initial-aggregated_fs6a43suD9Sq3ALeqAUva5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/2025-04-04T02-42-28+00-00_adaptive-legal_HwP2uMeCsFn4PkB6i378hH.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/re_eval/openai_o3-mini/2025-04-04T02-46-27+00-00_re-evaluate-adaptive-legal_kAyHreWzwVEhzK85MUjYWS.eval,True,True,True,150,0.44666666666666666,,adaptive_legal_scorer,0.575,,choice,anthropic/claude-3-5-sonnet-latest,1,8,80,80,34,results/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/novelty_legal_maud_ability_to_consummate_concept_is_subject_to_mae_carveouts_openai_gpt-4o-mini_openai_gpt-4o_20250404_024444.csv
openai/gpt-4o-mini,openai/gpt-4o,anthropic/claude-3-5-sonnet-latest,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/2025-04-04T02-37-19+00-00_legalbench-initial-aggregated_fs6a43suD9Sq3ALeqAUva5.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/2025-04-04T02-42-28+00-00_adaptive-legal_HwP2uMeCsFn4PkB6i378hH.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_cot_target_cot_attacker_num_epochs_150/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/re_eval/anthropic_claude-3-5-sonnet-latest/2025-04-04T02-47-45+00-00_re-evaluate-adaptive-legal_8GoSrRTy28LgjbgEyiBEqR.eval,True,True,True,150,0.44666666666666666,,adaptive_legal_scorer,0.6625,,choice,anthropic/claude-3-5-sonnet-latest,1,8,80,80,27,results/maud_ability_to_consummate_concept_is_subject_to_mae_carveouts/novelty_legal_maud_ability_to_consummate_concept_is_subject_to_mae_carveouts_openai_gpt-4o-mini_openai_gpt-4o_20250404_024444.csv
