eval_model_name,generator_model_name,re_eval_model_name,initial_log_path,adaptive_log_path,re_eval_log_path,use_example,use_cot_target,use_cot_in_context_attacker,num_epochs,adaptive_accuracy,adaptive_accuracy_judged,adaptive_scorer_name,re_eval_accuracy,re_eval_accuracy_judged,re_eval_scorer_name,judge_model_name,positive_samples,negative_samples,passed_judge_count,adaptive_incorrect_count,re_eval_incorrect_count,novelty_results_file,task_name
openai/gpt-4o,openai/gpt-4o,openai/gpt-4o,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/2025-04-08T20-57-16+00-00_legalbench-initial-aggregated_cTLxXar5YvCvx33je5j4wG.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o_openai_gpt-4o_pos1_neg8/2025-04-08T21-49-04+00-00_adaptive-legal_PaUptECBcjejnK6JtuThgz.eval,,True,False,False,150,0.9933333333333333,,adaptive_legal_scorer,,,,anthropic/claude-3-5-sonnet-latest,1,8,0,0,0,results/randomized_20250407_203611/maud_accuracy_of_target_general_rw_bringdown_timing_answer/novelty_legal_maud_accuracy_of_target_general_rw_bringdown_timing_answer_openai_gpt-4o_openai_gpt-4o_20250408_215033.csv,maud_accuracy_of_target_general_rw_bringdown_timing_answer
openai/gpt-4o,openai/gpt-4o,openai/gpt-4o-mini,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/2025-04-08T20-57-16+00-00_legalbench-initial-aggregated_cTLxXar5YvCvx33je5j4wG.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o_openai_gpt-4o_pos1_neg8/2025-04-08T21-49-04+00-00_adaptive-legal_PaUptECBcjejnK6JtuThgz.eval,,True,False,False,150,0.9933333333333333,,adaptive_legal_scorer,,,,anthropic/claude-3-5-sonnet-latest,1,8,0,0,0,results/randomized_20250407_203611/maud_accuracy_of_target_general_rw_bringdown_timing_answer/novelty_legal_maud_accuracy_of_target_general_rw_bringdown_timing_answer_openai_gpt-4o_openai_gpt-4o_20250408_215033.csv,maud_accuracy_of_target_general_rw_bringdown_timing_answer
openai/gpt-4o,openai/gpt-4o,together/meta-llama/Llama-3.3-70B-Instruct-Turbo,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/2025-04-08T20-57-16+00-00_legalbench-initial-aggregated_cTLxXar5YvCvx33je5j4wG.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o_openai_gpt-4o_pos1_neg8/2025-04-08T21-49-04+00-00_adaptive-legal_PaUptECBcjejnK6JtuThgz.eval,,True,False,False,150,0.9933333333333333,,adaptive_legal_scorer,,,,anthropic/claude-3-5-sonnet-latest,1,8,0,0,0,results/randomized_20250407_203611/maud_accuracy_of_target_general_rw_bringdown_timing_answer/novelty_legal_maud_accuracy_of_target_general_rw_bringdown_timing_answer_openai_gpt-4o_openai_gpt-4o_20250408_215033.csv,maud_accuracy_of_target_general_rw_bringdown_timing_answer
openai/gpt-4o,openai/gpt-4o,openai/o3-mini,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/2025-04-08T20-57-16+00-00_legalbench-initial-aggregated_cTLxXar5YvCvx33je5j4wG.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o_openai_gpt-4o_pos1_neg8/2025-04-08T21-49-04+00-00_adaptive-legal_PaUptECBcjejnK6JtuThgz.eval,,True,False,False,150,0.9933333333333333,,adaptive_legal_scorer,,,,anthropic/claude-3-5-sonnet-latest,1,8,0,0,0,results/randomized_20250407_203611/maud_accuracy_of_target_general_rw_bringdown_timing_answer/novelty_legal_maud_accuracy_of_target_general_rw_bringdown_timing_answer_openai_gpt-4o_openai_gpt-4o_20250408_215033.csv,maud_accuracy_of_target_general_rw_bringdown_timing_answer
openai/gpt-4o,openai/gpt-4o,anthropic/claude-3-5-sonnet-latest,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/2025-04-08T20-57-16+00-00_legalbench-initial-aggregated_cTLxXar5YvCvx33je5j4wG.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o_openai_gpt-4o_pos1_neg8/2025-04-08T21-49-04+00-00_adaptive-legal_PaUptECBcjejnK6JtuThgz.eval,,True,False,False,150,0.9933333333333333,,adaptive_legal_scorer,,,,anthropic/claude-3-5-sonnet-latest,1,8,0,0,0,results/randomized_20250407_203611/maud_accuracy_of_target_general_rw_bringdown_timing_answer/novelty_legal_maud_accuracy_of_target_general_rw_bringdown_timing_answer_openai_gpt-4o_openai_gpt-4o_20250408_215033.csv,maud_accuracy_of_target_general_rw_bringdown_timing_answer
openai/gpt-4o-mini,openai/gpt-4o,openai/gpt-4o,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/2025-04-08T20-57-16+00-00_legalbench-initial-aggregated_cTLxXar5YvCvx33je5j4wG.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/2025-04-08T21-50-37+00-00_adaptive-legal_ZNVuGoAZnuBXxjWWDzaAYH.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/re_eval/openai_gpt-4o/2025-04-08T21-52-09+00-00_re-evaluate-adaptive-legal_9RGjfH3xzB7q9H26pbFbTw.eval,True,False,False,150,0.98,,adaptive_legal_scorer,0.5,,choice,anthropic/claude-3-5-sonnet-latest,1,8,2,2,1,results/randomized_20250407_203611/maud_accuracy_of_target_general_rw_bringdown_timing_answer/novelty_legal_maud_accuracy_of_target_general_rw_bringdown_timing_answer_openai_gpt-4o-mini_openai_gpt-4o_20250408_215206.csv,maud_accuracy_of_target_general_rw_bringdown_timing_answer
openai/gpt-4o-mini,openai/gpt-4o,openai/gpt-4o-mini,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/2025-04-08T20-57-16+00-00_legalbench-initial-aggregated_cTLxXar5YvCvx33je5j4wG.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/2025-04-08T21-50-37+00-00_adaptive-legal_ZNVuGoAZnuBXxjWWDzaAYH.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/re_eval/openai_gpt-4o-mini/2025-04-08T21-52-12+00-00_re-evaluate-adaptive-legal_3rH9b5Q44QD5nhDHniJrbu.eval,True,False,False,150,0.98,,adaptive_legal_scorer,1.0,,choice,anthropic/claude-3-5-sonnet-latest,1,8,2,2,0,results/randomized_20250407_203611/maud_accuracy_of_target_general_rw_bringdown_timing_answer/novelty_legal_maud_accuracy_of_target_general_rw_bringdown_timing_answer_openai_gpt-4o-mini_openai_gpt-4o_20250408_215206.csv,maud_accuracy_of_target_general_rw_bringdown_timing_answer
openai/gpt-4o-mini,openai/gpt-4o,together/meta-llama/Llama-3.3-70B-Instruct-Turbo,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/2025-04-08T20-57-16+00-00_legalbench-initial-aggregated_cTLxXar5YvCvx33je5j4wG.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/2025-04-08T21-50-37+00-00_adaptive-legal_ZNVuGoAZnuBXxjWWDzaAYH.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/re_eval/together_meta-llama_Llama-3.3-70B-Instruct-Turbo/2025-04-08T21-52-16+00-00_re-evaluate-adaptive-legal_TGdS2fCzogurDbpQUC3Pra.eval,True,False,False,150,0.98,,adaptive_legal_scorer,1.0,,choice,anthropic/claude-3-5-sonnet-latest,1,8,2,2,0,results/randomized_20250407_203611/maud_accuracy_of_target_general_rw_bringdown_timing_answer/novelty_legal_maud_accuracy_of_target_general_rw_bringdown_timing_answer_openai_gpt-4o-mini_openai_gpt-4o_20250408_215206.csv,maud_accuracy_of_target_general_rw_bringdown_timing_answer
openai/gpt-4o-mini,openai/gpt-4o,openai/o3-mini,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/2025-04-08T20-57-16+00-00_legalbench-initial-aggregated_cTLxXar5YvCvx33je5j4wG.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/2025-04-08T21-50-37+00-00_adaptive-legal_ZNVuGoAZnuBXxjWWDzaAYH.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/re_eval/openai_o3-mini/2025-04-08T21-52-19+00-00_re-evaluate-adaptive-legal_Tr7JVcKDLJ8VhZi6Tyxn97.eval,True,False,False,150,0.98,,adaptive_legal_scorer,1.0,,choice,anthropic/claude-3-5-sonnet-latest,1,8,2,2,0,results/randomized_20250407_203611/maud_accuracy_of_target_general_rw_bringdown_timing_answer/novelty_legal_maud_accuracy_of_target_general_rw_bringdown_timing_answer_openai_gpt-4o-mini_openai_gpt-4o_20250408_215206.csv,maud_accuracy_of_target_general_rw_bringdown_timing_answer
openai/gpt-4o-mini,openai/gpt-4o,anthropic/claude-3-5-sonnet-latest,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/initial/with_examples_cot_target_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/2025-04-08T20-57-16+00-00_legalbench-initial-aggregated_cTLxXar5YvCvx33je5j4wG.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/2025-04-08T21-50-37+00-00_adaptive-legal_ZNVuGoAZnuBXxjWWDzaAYH.eval,/home/davisrbr/Desktop/adaptive_evals/logs/legalbench/adaptive/with_examples_num_epochs_150/maud_accuracy_of_target_general_rw_bringdown_timing_answer/openai_gpt-4o-mini_openai_gpt-4o_pos1_neg8/re_eval/anthropic_claude-3-5-sonnet-latest/2025-04-08T21-52-25+00-00_re-evaluate-adaptive-legal_dPUgEJqHiRrSLVZvQD5rvD.eval,True,False,False,150,0.98,,adaptive_legal_scorer,1.0,,choice,anthropic/claude-3-5-sonnet-latest,1,8,2,2,0,results/randomized_20250407_203611/maud_accuracy_of_target_general_rw_bringdown_timing_answer/novelty_legal_maud_accuracy_of_target_general_rw_bringdown_timing_answer_openai_gpt-4o-mini_openai_gpt-4o_20250408_215206.csv,maud_accuracy_of_target_general_rw_bringdown_timing_answer
