check_type,P_question,P_forecast,Q_question,Q_forecast,R_question,R_forecast,S_question,S_forecast,score
not,"Will a quantum computer demonstrate quantum supremacy on a problem with practical real-world applications by 2030, as verified by peer-reviewed research?

By December 31, 2030, will a quantum computer successfully solve a computational problem with practical real-world applications that is demonstrably infeasible for classical computers, with results published in peer-reviewed scientific journals and validated by the wider scientific community?",0.35,"Will no quantum computer demonstrate quantum supremacy on a problem with practical real-world applications by 2030, as verified by peer-reviewed research?

By December 31, 2030, will no quantum computer have successfully solved a computational problem with practical real-world applications that is demonstrably infeasible for classical computers, as evidenced by the absence of peer-reviewed publications or validation from the scientific community?",0.65,,,,,0.0
not,"Will controlled nuclear fusion generate net positive energy for at least one continuous hour by 2040, as confirmed by international energy agencies?

By December 31, 2040, will a controlled nuclear fusion reactor achieve net positive energy output (more energy produced than consumed) for a continuous duration of at least one hour, with results verified by international energy agencies and published in peer-reviewed journals?",0.35,"Will no controlled nuclear fusion reactor generate net positive energy for a continuous hour by 2040, as confirmed by international energy agencies?

By December 31, 2040, will there be no instances where a controlled nuclear fusion reactor achieves net positive energy output for a continuous duration of at least one hour, as evidenced by the absence of verified reports from international energy agencies or peer-reviewed publications?",0.35,,,,,0.4440912253619913
not,"Will a sentient artificial intelligence be recognized by a global consensus of AI experts by 2050?

By December 31, 2050, will an artificial intelligence system be developed that is widely recognized as sentient by a consensus of leading AI researchers and organizations, as documented in major scientific publications and official statements?",0.15,"Will no artificial intelligence be recognized as sentient by a global consensus of AI experts by 2050?

By December 31, 2050, will there be no artificial intelligence systems that are widely recognized as sentient by a consensus of leading AI researchers and organizations, as evidenced by the absence of such recognition in major scientific publications and official statements?",0.75,,,,,0.17785726558372916
not,"Will humanity establish a permanent, self-sustaining colony on Mars by 2045, as confirmed by international space agencies?

By December 31, 2045, will humans have established a permanent, self-sustaining colony on Mars, capable of operating indefinitely without resupply from Earth, as confirmed by reports from international space agencies and independent inspections?",0.15,"Will humans not establish a permanent, self-sustaining colony on Mars by 2045, as confirmed by international space agencies?

By December 31, 2045, will there be no permanent, self-sustaining human colony on Mars that operates indefinitely without resupply from Earth, as confirmed by the absence of such reports from international space agencies or independent inspections?",0.85,,,,,0.0
not,"Will a universal vaccine effective against all known variants of influenza be developed and widely distributed by 2030?

By December 31, 2030, will a universal influenza vaccine, proven effective against all known strains and variants, be developed, approved by major health authorities (e.g., FDA, EMA), and widely distributed globally, as confirmed by official health agency reports?",0.25,"Will no universal vaccine effective against all known variants of influenza be developed and widely distributed by 2030?

By December 31, 2030, will there be no development, approval, and wide distribution of a universal influenza vaccine effective against all known strains and variants, as evidenced by the absence of such reports from major health authorities?",0.75,,,,,0.0
or,"Will the global rollout of 6G technology achieve coverage of at least 75% of the world population by 2035?

By December 31, 2035, will 6G telecommunications technology be deployed extensively enough to provide coverage to at least 75% of the global population, as reported by international telecommunications unions and major industry analyses?",0.45,"Will technological or economic barriers delay the global deployment of 6G, limiting coverage to less than 50% by 2035?

By December 31, 2035, will technological challenges, economic constraints, or regulatory issues limit the deployment of 6G technology to reach less than 50% of the global population, as indicated by reports from international telecommunications unions?",0.35,"Will the global deployment of 6G technology result in either at least 75% coverage or be limited to less than 50% coverage by 2035?

By December 31, 2035, will either of the following occur: (a) 6G telecommunications technology will be deployed extensively enough to provide coverage to at least 75% of the global population, as reported by international telecommunications unions and major industry analyses, or (b) technological challenges, economic constraints, or regulatory issues will limit the deployment of 6G technology to reach less than 50% of the global population, as indicated by reports from international telecommunications unions? The resolution will be based on reports from international telecommunications unions and major industry analyses.",0.65,,,0.0
or,"Will global efforts succeed in limiting the rise of antibiotic-resistant 'superbugs', leading to a decrease in annual deaths by 2035?

By December 31, 2035, will coordinated global health initiatives result in a measurable decrease in annual deaths due to antibiotic-resistant bacteria compared to 2025 figures, as reported by the World Health Organization?",0.35,"Will antibiotic-resistant 'superbugs' cause an increasing health crisis, with annual deaths rising by 50% or more by 2035?

By December 31, 2035, will deaths caused by antibiotic-resistant bacteria increase by 50% or more compared to 2025 figures, leading to a significant global health crisis, as reported by the World Health Organization?",0.65,"Will either global efforts succeed in reducing deaths from antibiotic-resistant 'superbugs' or will these deaths increase by 50% or more by 2035?

By December 31, 2035, will either of the following occur: (a) Coordinated global health initiatives result in a measurable decrease in annual deaths due to antibiotic-resistant bacteria compared to 2025 figures, as reported by the World Health Organization, or (b) Deaths caused by antibiotic-resistant bacteria increase by 50% or more compared to 2025 figures, leading to a significant global health crisis, as reported by the World Health Organization? The resolution will be based on reports from the World Health Organization.",0.65,,,0.0
or,"Will the global human population exceed 10 billion by 2050, as estimated by the United Nations?

By December 31, 2050, will the global human population surpass 10 billion people, according to estimates and data provided by the United Nations Department of Economic and Social Affairs?",0.35,"Will declining fertility rates cause the global population to peak below 10 billion by 2050?

By December 31, 2050, will global population growth slow down due to declining fertility rates, causing the population to peak below 10 billion people, as reported by the United Nations Department of Economic and Social Affairs?",0.3,"Will the global human population either exceed 10 billion or peak below 10 billion by 2050?

By December 31, 2050, will either of the following occur according to the United Nations Department of Economic and Social Affairs:  
(a) The global human population surpasses 10 billion people.  
(b) Global population growth slows down due to declining fertility rates, causing the population to peak below 10 billion people?  

Resolution Criteria:  
- For part (a), the question will resolve as ""Yes"" if the United Nations Department of Economic and Social Affairs reports that the global human population has surpassed 10 billion people by December 31, 2050.  
- For part (b), the question will resolve as ""Yes"" if the United Nations Department of Economic and Social Affairs reports that global population growth has slowed due to declining fertility rates, resulting in the population peaking below 10 billion people by December 31, 2050.  
- The overall question will resolve as ""Yes"" if either part (a) or part (b) is true.",0.85,,,0.2657225300995738
or,"Will a global pandemic, more severe than COVID-19, occur before 2030?

By December 31, 2030, will there be a global pandemic caused by a novel pathogen that results in higher mortality and/or economic impact than the COVID-19 pandemic, as measured by WHO reports and global economic data?",0.15,"Will global health systems prevent any pandemic more severe than COVID-19 before 2030?

By December 31, 2030, will strengthened global health systems and preventative measures successfully prevent any pandemic from occurring that exceeds the severity of COVID-19 in terms of mortality or economic impact, as evidenced by WHO reports and global economic data?",0.65,"Will either a global pandemic more severe than COVID-19 occur or will global health systems prevent such a pandemic before 2030?

By December 31, 2030, will either of the following occur: (a) A global pandemic caused by a novel pathogen that results in higher mortality and/or economic impact than the COVID-19 pandemic, as measured by WHO reports and global economic data? (b) Strengthened global health systems and preventative measures successfully prevent any pandemic from occurring that exceeds the severity of COVID-19 in terms of mortality or economic impact, as evidenced by WHO reports and global economic data? The resolution will be based on WHO reports and global economic data by the specified date.",0.65,,,0.0
but,"Will an engineered pandemic resulting from synthetic biology affect over one million people globally by 2035?

By December 31, 2035, will an outbreak of a disease, engineered through synthetic biology techniques, occur and affect over one million people worldwide, as confirmed by the World Health Organization and leading global health agencies?",0.15,"Will both an engineered pandemic fail to affect over one million people globally by 2035 AND global biosecurity measures prevent any such pandemics from doing so?

By December 31, 2035, will both of the following be true: (a) No outbreak of a disease, engineered through synthetic biology techniques, occurs and affects over one million people worldwide, as confirmed by the World Health Organization and leading global health agencies; AND (b) International biosecurity measures successfully prevent any engineered diseases, created through synthetic biology, from causing an outbreak that affects over one million people worldwide, as evidenced by reports from the World Health Organization and global health agencies?",0.75,"Will either an engineered pandemic affect over one million people globally by 2035, or will global biosecurity measures prevent such pandemics?

By December 31, 2035, will either of the following occur: (a) An outbreak of a disease, engineered through synthetic biology techniques, occurs and affects over one million people worldwide, as confirmed by the World Health Organization and leading global health agencies, or (b) International biosecurity measures successfully prevent any engineered diseases, created through synthetic biology, from causing an outbreak that affects over one million people worldwide, as evidenced by reports from the World Health Organization and global health agencies? The question will be resolved as YES if either condition (a) or (b) is met, and NO if neither condition is met.",0.75,,,0.21139344756234513
but,"Will a global agreement effectively halt deforestation in the Amazon rainforest by 2035, resulting in net zero deforestation rates?

By December 31, 2035, will an international treaty or agreement lead to the cessation of deforestation in the Amazon rainforest, resulting in net zero deforestation rates, as confirmed by satellite data and reports from environmental organizations?",0.25,"Will deforestation in the Amazon rainforest continue at non-zero and significant rates by 2035 despite global agreements? Body: By December 31, 2035, will both of the following occur: (a) Deforestation in the Amazon rainforest continues at rates above net zero, indicating that international treaties or agreements have not effectively halted deforestation, as confirmed by satellite data and reports from environmental organizations? (b) Deforestation in the Amazon rainforest continues at significant levels without achieving net zero deforestation rates, despite any international treaties or agreements, as evidenced by satellite data and reports from environmental organizations? Resolution criteria: Both conditions must be met as confirmed by satellite data and reports from environmental organizations.

By December 31, 2035, will both of the following occur: (a) Deforestation in the Amazon rainforest continues at rates above net zero, indicating that international treaties or agreements have not effectively halted deforestation, as confirmed by satellite data and reports from environmental organizations? (b) Deforestation in the Amazon rainforest continues at significant levels without achieving net zero deforestation rates, despite any international treaties or agreements, as evidenced by satellite data and reports from environmental organizations? Resolution criteria: Both conditions must be met as confirmed by satellite data and reports from environmental organizations.",0.75,"Will either a global agreement halt deforestation in the Amazon rainforest by 2035, or will deforestation continue unabated despite agreements?

By December 31, 2035, will either of the following occur: (a) An international treaty or agreement will lead to the cessation of deforestation in the Amazon rainforest, resulting in net zero deforestation rates, as confirmed by satellite data and reports from environmental organizations, or (b) Deforestation in the Amazon rainforest will continue at significant levels without achieving net zero deforestation rates, despite any international treaties or agreements, as evidenced by satellite data and reports from environmental organizations? The resolution will be based on the confirmation of either scenario (a) or (b) by the specified sources.",0.75,,,0.3330374315143978
but,"Will global sea levels rise by an average of at least 30 centimeters by 2050, as measured by satellite observations?

By December 31, 2050, will global average sea levels have risen by at least 30 centimeters above the baseline levels measured in the year 2000, according to satellite observations and confirmed by reports from the Intergovernmental Panel on Climate Change (IPCC)?",0.7,"Will both global sea levels fail to rise by at least 30 centimeters by 2050 and aggressive climate action limit this rise to less than 30 centimeters? Body: By December 31, 2050, will both of the following occur: (a) Global average sea levels will have risen less than 30 centimeters above the baseline levels measured in the year 2000, according to satellite observations and confirmed by reports from the Intergovernmental Panel on Climate Change (IPCC). (b) This limited rise in global average sea levels will be attributed to effective climate change mitigation efforts, as reported by satellite observations and the IPCC. Resolution criteria: Both conditions must be met for the question to be answered ""Yes.""

By December 31, 2050, will both of the following occur: (a) Global average sea levels will have risen less than 30 centimeters above the baseline levels measured in the year 2000, according to satellite observations and confirmed by reports from the Intergovernmental Panel on Climate Change (IPCC). (b) This limited rise in global average sea levels will be attributed to effective climate change mitigation efforts, as reported by satellite observations and the IPCC. Resolution criteria: Both conditions must be met for the question to be answered ""Yes.""",0.15,"Will global sea levels change by 2050 to either rise by at least 30 centimeters or be limited to less than 30 centimeters due to climate action?

By December 31, 2050, will either of the following occur: (a) Global average sea levels will have risen by at least 30 centimeters above the baseline levels measured in the year 2000, according to satellite observations and confirmed by reports from the Intergovernmental Panel on Climate Change (IPCC). (b) Global average sea levels will have increased by less than 30 centimeters above the year 2000 levels, due to effective climate change mitigation efforts, as reported by satellite observations and the IPCC? The resolution will be based on satellite observations and reports from the IPCC.",0.95,,,0.1609556949949126
but,"Will advanced gene-editing techniques enable the eradication of a major hereditary disease by 2040?

By December 31, 2040, will gene-editing technologies (like CRISPR) have been used clinically to effectively eradicate a major hereditary disease (e.g., cystic fibrosis) in human populations, as reported by leading medical journals and health organizations?",0.65,"Will both the failure of advanced gene-editing techniques and unforeseen challenges prevent the eradication of major hereditary diseases by 2040?

By December 31, 2040, will both of the following occur: (a) Gene-editing technologies (like CRISPR) will not have been used clinically to effectively eradicate a major hereditary disease (e.g., cystic fibrosis) in human populations, as reported by leading medical journals and health organizations, and (b) Ethical considerations, technical limitations, or regulatory barriers will prevent gene-editing technologies from being used clinically to eradicate major hereditary diseases, as evidenced by the absence of such treatments reported in leading medical journals? Both conditions must be met for a ""Yes"" resolution.",0.25,"Will either the eradication or prevention of eradication of major hereditary diseases via gene-editing occur by 2040?

By December 31, 2040, will either of the following occur: (a) Gene-editing technologies (like CRISPR) will have been used clinically to effectively eradicate a major hereditary disease (e.g., cystic fibrosis) in human populations, as reported by leading medical journals and health organizations. (b) Ethical considerations, technical limitations, or regulatory barriers will prevent gene-editing technologies from being used clinically to eradicate major hereditary diseases, as evidenced by the absence of such treatments reported in leading medical journals? 

Resolution Criteria: The question will be resolved as ""Yes"" if either (a) or (b) occurs by the specified date. If neither occurs, the question will be resolved as ""No"".",0.85,,,0.06782194340594874
but,"Will an artificial general intelligence (AGI) pass the Turing Test indistinguishably under rigorous conditions by 2045?

By December 31, 2045, will an AI system be developed that can consistently pass the Turing Test under rigorous, controlled conditions, making it indistinguishable from a human in conversation, as verified by a panel of AI experts and documented in peer-reviewed publications?",0.35,"Will both no AGI pass the Turing Test indistinguishably under rigorous conditions by 2045 AND the development of such AGI be hindered by ethical regulations by 2045? Body: Will both of the following occur by December 31, 2045: (a) No AI system will be developed that can consistently pass the Turing Test under rigorous, controlled conditions, making it indistinguishable from a human in conversation, as verified by a panel of AI experts and documented in peer-reviewed publications. (b) Ethical considerations and regulations will prevent the development or testing of AI systems capable of passing the Turing Test, as evidenced by policy documents, legal restrictions, or the absence of such AI in peer-reviewed publications? Both conditions must be met for a ""Yes"" resolution.

Will both of the following occur by December 31, 2045: (a) No AI system will be developed that can consistently pass the Turing Test under rigorous, controlled conditions, making it indistinguishable from a human in conversation, as verified by a panel of AI experts and documented in peer-reviewed publications. (b) Ethical considerations and regulations will prevent the development or testing of AI systems capable of passing the Turing Test, as evidenced by policy documents, legal restrictions, or the absence of such AI in peer-reviewed publications? Both conditions must be met for a ""Yes"" resolution.",0.15,"Will either an AGI pass the Turing Test indistinguishably under rigorous conditions or be hindered by ethical regulations by 2045?

By December 31, 2045, will either of the following occur: (a) An AI system will be developed that can consistently pass the Turing Test under rigorous, controlled conditions, making it indistinguishable from a human in conversation, as verified by a panel of AI experts and documented in peer-reviewed publications; or (b) Ethical considerations and regulations will prevent the development or testing of AI systems capable of passing the Turing Test, as evidenced by policy documents, legal restrictions, or the absence of such AI in peer-reviewed publications? The resolution criteria for (a) is the verification by AI experts and documentation in peer-reviewed publications, and for (b) is the presence of policy documents, legal restrictions, or absence of such AI in peer-reviewed publications.",0.65,,,0.19636805063720017
but,"Will a large-scale asteroid mining operation return commercially valuable resources to Earth by 2040?

By December 31, 2040, will a private or government-led mission successfully extract minerals or metals from an asteroid and return them to Earth for commercial use, as confirmed by official mission reports and verified by international space agencies?",0.25,"Will both no large-scale asteroid mining operation return commercially valuable resources to Earth by 2040 AND legal or economic challenges prevent asteroid mining from becoming commercially viable by 2040?

By December 31, 2040, will both of the following occur: (a) No private or government-led mission has successfully extracted minerals or metals from an asteroid and returned them to Earth for commercial use, as confirmed by official mission reports and verified by international space agencies; AND (b) Legal issues (such as space mining regulations) or economic factors (like high costs) prevent the establishment of commercially viable asteroid mining operations, as evidenced by industry reports and the absence of successful missions?",0.75,"Will either a large-scale asteroid mining operation return commercially valuable resources to Earth or will legal/economic challenges prevent asteroid mining from becoming commercially viable by 2040?

By December 31, 2040, will either of the following occur: (a) A private or government-led mission successfully extracts minerals or metals from an asteroid and returns them to Earth for commercial use, as confirmed by official mission reports and verified by international space agencies, or (b) Legal issues (such as space mining regulations) or economic factors (like high costs) prevent the establishment of commercially viable asteroid mining operations, as evidenced by industry reports and the absence of successful missions? Resolution will be based on official mission reports, verification by international space agencies, and industry reports.",0.85,,,0.21139344756234513
but,"Will climate engineering techniques be deployed on a large scale to lower global temperatures by 2050?

By December 31, 2050, will geoengineering methods (such as stratospheric aerosol injection) be implemented on a large scale to intentionally reduce global average temperatures, as confirmed by international climate organizations and scientific reports?",0.35,"Will both climate engineering techniques fail to be deployed on a large scale to lower global temperatures by 2050 AND international agreements prohibit such deployment due to potential risks by 2050?

By December 31, 2050, will both of the following occur: (a) Geoengineering methods (such as stratospheric aerosol injection) will not be implemented on a large scale to intentionally reduce global average temperatures, as confirmed by international climate organizations and scientific reports; AND (b) International treaties or agreements will prohibit the large-scale deployment of climate engineering techniques due to concerns over environmental risks, as evidenced by official UN documents and international policy statements?",0.55,"Will either large-scale climate engineering be deployed to lower global temperatures or be prohibited by international agreements by 2050?

By December 31, 2050, will either of the following occur: (a) Geoengineering methods, such as stratospheric aerosol injection, be implemented on a large scale to intentionally reduce global average temperatures, as confirmed by international climate organizations and scientific reports? (b) International treaties or agreements prohibit the large-scale deployment of climate engineering techniques due to concerns over environmental risks, as evidenced by official UN documents and international policy statements? Resolution will be based on the occurrence of either event as described.",0.65,,,0.2980629241485001
