check_type,P_question,P_forecast,Q_question,Q_forecast,R_question,R_forecast,S_question,S_forecast,score
andor,"Will a gene-editing treatment cure a major genetic disease by December 31, 2028?

Will an approved gene-editing therapy (e.g., CRISPR-based) completely cure patients of a major genetic disease (such as cystic fibrosis or sickle cell disease) by December 31, 2028, as evidenced by clinical trial results published in peer-reviewed medical journals and approved by regulatory agencies like the FDA or EMA?",0.65,"Will global regulatory bodies ban germline gene editing in humans by December 31, 2028?

Will a consortium of major international regulatory bodies implement a binding ban on germline (heritable) human gene editing by December 31, 2028, as documented in official policy statements and international treaties?",0.25,"Will both a gene-editing treatment cure a major genetic disease and global regulatory bodies ban germline gene editing in humans by December 31, 2028? Body: Will both of the following occur by December 31, 2028: (a) An approved gene-editing therapy (e.g., CRISPR-based) completely cures patients of a major genetic disease (such as cystic fibrosis or sickle cell disease), as evidenced by clinical trial results published in peer-reviewed medical journals and approved by regulatory agencies like the FDA or EMA. (b) A consortium of major international regulatory bodies implements a binding ban on germline (heritable) human gene editing, as documented in official policy statements and international treaties? Both conditions must be met for the question to be resolved as ""Yes.""

Will both of the following occur by December 31, 2028: (a) An approved gene-editing therapy (e.g., CRISPR-based) completely cures patients of a major genetic disease (such as cystic fibrosis or sickle cell disease), as evidenced by clinical trial results published in peer-reviewed medical journals and approved by regulatory agencies like the FDA or EMA. (b) A consortium of major international regulatory bodies implements a binding ban on germline (heritable) human gene editing, as documented in official policy statements and international treaties? Both conditions must be met for the question to be resolved as ""Yes.""",0.15,"Will either a gene-editing treatment cure a major genetic disease or global regulatory bodies ban germline gene editing in humans by December 31, 2028?

Will either of the following occur by December 31, 2028:  
(a) An approved gene-editing therapy (e.g., CRISPR-based) completely cures patients of a major genetic disease (such as cystic fibrosis or sickle cell disease), as evidenced by clinical trial results published in peer-reviewed medical journals and approved by regulatory agencies like the FDA or EMA.  
(b) A consortium of major international regulatory bodies implements a binding ban on germline (heritable) human gene editing, as documented in official policy statements and international treaties?  

Resolution criteria:  
- For (a), the resolution will be based on the publication of clinical trial results in peer-reviewed medical journals and approval by regulatory agencies such as the FDA or EMA, confirming the complete cure of a major genetic disease by a gene-editing therapy.  
- For (b), the resolution will be based on official policy statements and international treaties documenting a binding ban on germline human gene editing by a consortium of major international regulatory bodies.",0.45,0.3373129485869911
andor,"Will a Level 5 autonomous vehicle be publicly available for consumer purchase by December 31, 2028?

Will automotive manufacturers release a fully autonomous Level 5 vehicle, requiring no human intervention under any conditions, for public purchase by December 31, 2028, as confirmed by official company announcements and regulatory approvals?",0.35,"Will global traffic accidents decrease by over 50% due to autonomous vehicles by December 31, 2030?

Will there be a global reduction in traffic accidents of more than 50% from 2020 levels by December 31, 2030, as reported by the World Health Organization or similar bodies, directly attributed to the adoption of autonomous vehicles?",0.25,"Will both a Level 5 autonomous vehicle be publicly available for consumer purchase by December 31, 2028, AND global traffic accidents decrease by over 50% due to autonomous vehicles by December 31, 2030? Body: Will both of the following occur: (a) Automotive manufacturers release a fully autonomous Level 5 vehicle, requiring no human intervention under any conditions, for public purchase by December 31, 2028, as confirmed by official company announcements and regulatory approvals; AND (b) There is a global reduction in traffic accidents of more than 50% from 2020 levels by December 31, 2030, as reported by the World Health Organization or similar bodies, directly attributed to the adoption of autonomous vehicles?

Will both of the following occur: (a) Automotive manufacturers release a fully autonomous Level 5 vehicle, requiring no human intervention under any conditions, for public purchase by December 31, 2028, as confirmed by official company announcements and regulatory approvals; AND (b) There is a global reduction in traffic accidents of more than 50% from 2020 levels by December 31, 2030, as reported by the World Health Organization or similar bodies, directly attributed to the adoption of autonomous vehicles?",0.15,"Will either a Level 5 autonomous vehicle be publicly available by 2028 or global traffic accidents decrease by over 50% due to autonomous vehicles by 2030?

Will either of the following occur:  
(a) Automotive manufacturers release a fully autonomous Level 5 vehicle, requiring no human intervention under any conditions, for public purchase by December 31, 2028, as confirmed by official company announcements and regulatory approvals?  
(b) There is a global reduction in traffic accidents of more than 50% from 2020 levels by December 31, 2030, as reported by the World Health Organization or similar bodies, directly attributed to the adoption of autonomous vehicles?  

Resolution Criteria:  
- For (a), the resolution will be based on official company announcements and regulatory approvals confirming the release of a fully autonomous Level 5 vehicle for public purchase by the specified date.  
- For (b), the resolution will be based on reports from the World Health Organization or similar authoritative bodies confirming a global reduction in traffic accidents of more than 50% from 2020 levels by the specified date, directly attributed to the adoption of autonomous vehicles.",0.15,0.36623512517923795
andor,"Will an effective vaccine for a major neurodegenerative disease be approved by December 31, 2030?

Will an effective vaccine preventing a major neurodegenerative disease (such as Alzheimer's or Parkinson's) receive regulatory approval from agencies like the FDA or EMA by December 31, 2030, with efficacy demonstrated in Phase III clinical trials and published in top-tier medical journals?",0.25,"Will global life expectancy increase by five years due to medical advancements by December 31, 2035?

Will the global average life expectancy increase by at least five years compared to 2020 levels by December 31, 2035, as reported by the World Health Organization, with explicit attribution to advancements in treatments for neurodegenerative diseases and other major medical breakthroughs?",0.35,"Will both an effective vaccine for a major neurodegenerative disease be approved by December 31, 2030, AND global life expectancy increase by five years due to medical advancements by December 31, 2035?

Will both of the following occur:  
(a) An effective vaccine preventing a major neurodegenerative disease (such as Alzheimer's or Parkinson's) receives regulatory approval from agencies like the FDA or EMA by December 31, 2030, with efficacy demonstrated in Phase III clinical trials and published in top-tier medical journals.  
(b) The global average life expectancy increases by at least five years compared to 2020 levels by December 31, 2035, as reported by the World Health Organization, with explicit attribution to advancements in treatments for neurodegenerative diseases and other major medical breakthroughs.  

Resolution Criteria:  
- For part (a), confirmation will be based on announcements from regulatory agencies such as the FDA or EMA, and publication in top-tier medical journals.  
- For part (b), confirmation will be based on reports from the World Health Organization attributing the increase in life expectancy to medical advancements. Both conditions must be met for a ""Yes"" resolution.",0.15,"Will either an effective vaccine for a major neurodegenerative disease be approved by December 31, 2030, or will global life expectancy increase by five years due to medical advancements by December 31, 2035?

Will either of the following occur:  
(a) An effective vaccine preventing a major neurodegenerative disease (such as Alzheimer's or Parkinson's) receive regulatory approval from agencies like the FDA or EMA by December 31, 2030, with efficacy demonstrated in Phase III clinical trials and published in top-tier medical journals?  
(b) The global average life expectancy increase by at least five years compared to 2020 levels by December 31, 2035, as reported by the World Health Organization, with explicit attribution to advancements in treatments for neurodegenerative diseases and other major medical breakthroughs?  

Resolution Criteria:  
- For part (a), the resolution will be based on announcements from regulatory agencies such as the FDA or EMA, and publication in top-tier medical journals confirming the approval and efficacy of the vaccine.  
- For part (b), the resolution will be based on reports from the World Health Organization indicating an increase in global life expectancy by at least five years compared to 2020 levels, with clear attribution to medical advancements.",0.35,0.11388664808568193
andor,"Will a brain-computer interface (BCI) enable full sensory prosthetics for amputees by December 31, 2029?

Will a brain-computer interface technology be developed and approved that allows amputees to control prosthetic limbs with full sensory feedback (touch, temperature, pain) indistinguishable from natural limbs by December 31, 2029, as evidenced by clinical trials and regulatory approvals?",0.35,"Will ethical concerns halt the widespread adoption of invasive BCIs by December 31, 2029?

Will significant ethical, legal, or social concerns lead to regulatory impediments or public rejection that effectively halt the widespread adoption of invasive brain-computer interfaces by December 31, 2029, as reported by government agencies and reflected in legislation or public health guidelines?",0.35,"Will both a BCI enable full sensory prosthetics for amputees and ethical concerns halt the widespread adoption of invasive BCIs by December 31, 2029? Body: Will both of the following occur by December 31, 2029: (a) A brain-computer interface technology is developed and approved that allows amputees to control prosthetic limbs with full sensory feedback (touch, temperature, pain) indistinguishable from natural limbs, as evidenced by clinical trials and regulatory approvals. (b) Significant ethical, legal, or social concerns lead to regulatory impediments or public rejection that effectively halt the widespread adoption of invasive brain-computer interfaces, as reported by government agencies and reflected in legislation or public health guidelines?

Will both of the following occur by December 31, 2029: (a) A brain-computer interface technology is developed and approved that allows amputees to control prosthetic limbs with full sensory feedback (touch, temperature, pain) indistinguishable from natural limbs, as evidenced by clinical trials and regulatory approvals. (b) Significant ethical, legal, or social concerns lead to regulatory impediments or public rejection that effectively halt the widespread adoption of invasive brain-computer interfaces, as reported by government agencies and reflected in legislation or public health guidelines?",0.15,"Will either full sensory prosthetics via BCIs be developed or ethical concerns halt invasive BCIs by December 31, 2029?

Will either of the following occur by December 31, 2029: (a) A brain-computer interface technology is developed and approved that allows amputees to control prosthetic limbs with full sensory feedback (touch, temperature, pain) indistinguishable from natural limbs, as evidenced by clinical trials and regulatory approvals, or (b) Significant ethical, legal, or social concerns lead to regulatory impediments or public rejection that effectively halt the widespread adoption of invasive brain-computer interfaces, as reported by government agencies and reflected in legislation or public health guidelines? 

Resolution Criteria:  
- For part (a), the question resolves to ""Yes"" if by December 31, 2029, there is documented evidence of a brain-computer interface technology that enables full sensory feedback for prosthetic limbs, supported by successful clinical trials and regulatory approvals.  
- For part (b), the question resolves to ""Yes"" if by December 31, 2029, there are significant ethical, legal, or social concerns that result in regulatory impediments or public rejection, effectively halting the widespread adoption of invasive BCIs, as evidenced by reports from government agencies and reflected in legislation or public health guidelines.  
- If either part (a) or part (b) is resolved to ""Yes,"" the overall question resolves to ""Yes."" If neither part is resolved to ""Yes,"" the overall question resolves to ""No.""",0.65,0.11104258744680084
but,"Will a commercial fusion power plant supply electricity to a public grid by December 31, 2035?

Will a fusion power plant, operated by a commercial entity, successfully connect to and supply electricity to a public power grid by December 31, 2035? Confirmation must come from official statements by national energy regulators and the operating company, verified by major international news outlets.",0.35,"Will both of the following occur by December 31, 2035: (a) No commercial fusion power plant will supply electricity to a public grid, and (b) Global fusion energy investments will exceed $100 billion annually?

Will it be the case that both of the following conditions are met by December 31, 2035: (a) No fusion power plant, operated by a commercial entity, successfully connects to and supplies electricity to a public power grid, confirmed by the absence of official statements from national energy regulators and the operating company, and no verification by major international news outlets; and (b) Annual global investments in fusion energy research and infrastructure surpass $100 billion USD, as reported by the International Energy Agency or equivalent authoritative sources?",0.55,"Will either a commercial fusion power plant supply electricity to a public grid or global fusion energy investments exceed $100 billion annually by December 31, 2035?

Will either of the following occur by December 31, 2035:  
(a) A fusion power plant, operated by a commercial entity, successfully connects to and supplies electricity to a public power grid. Confirmation must come from official statements by national energy regulators and the operating company, verified by major international news outlets.  
(b) Annual global investments in fusion energy research and infrastructure surpass $100 billion USD, as reported by the International Energy Agency or equivalent authoritative sources.",0.65,,,0.2980629241485001
but,"Will room-temperature superconductivity be achieved and independently verified under ambient conditions by December 31, 2030?

Will scientists synthesize a material that exhibits superconductivity at room temperature (above 20°C) and atmospheric pressure, with results replicated independently by at least two separate research groups, as published in high-impact peer-reviewed journals by December 31, 2030?",0.35,"Will both room-temperature superconductivity fail to be achieved and independently verified under ambient conditions by December 31, 2030, AND global copper demand decrease by over 30% due to superconductivity breakthroughs by December 31, 2030?

Will both of the following occur:  
(a) Scientists fail to synthesize a material that exhibits superconductivity at room temperature (above 20°C) and atmospheric pressure, or the results are not replicated independently by at least two separate research groups, or the findings are not published in high-impact peer-reviewed journals by December 31, 2030.  
(b) The global demand for copper falls by more than 30% from 2022 levels by December 31, 2030, as reported by the International Copper Study Group or similar bodies, explicitly attributing the decrease to the implementation of room-temperature superconductors in major industries.  

Resolution Criteria: Both conditions (a) and (b) must be met for the answer to be YES. If either condition is not met, the answer will be NO.",0.15,"Will either room-temperature superconductivity be achieved and verified, or will global copper demand decrease by over 30% due to superconductivity breakthroughs by December 31, 2030?

Will either of the following occur by December 31, 2030: 

(a) Scientists synthesize a material that exhibits superconductivity at room temperature (above 20°C) and atmospheric pressure, with results replicated independently by at least two separate research groups, as published in high-impact peer-reviewed journals. 

(b) The global demand for copper falls by more than 30% from 2022 levels, as reported by the International Copper Study Group or similar bodies, explicitly attributing the decrease to the implementation of room-temperature superconductors in major industries? 

Resolution Criteria: 

- For (a), the achievement and independent verification of room-temperature superconductivity must be documented in high-impact peer-reviewed journals, with at least two separate research groups replicating the results. 

- For (b), a report from the International Copper Study Group or a similar authoritative body must confirm a decrease in global copper demand by more than 30% from 2022 levels, with the decrease explicitly attributed to the implementation of room-temperature superconductors in major industries.",0.15,,,0.5033496896105368
but,"Will human settlers establish a permanent base on Mars by December 31, 2040?

Will humans establish a permanently inhabited base on Mars by December 31, 2040, with continuous occupancy for at least one year, as confirmed by space agencies like NASA, ESA, or equivalent organizations?",0.25,"Will humans fail to establish a permanent base on Mars by December 31, 2040, AND will Earth's population decrease due to off-planet migration by December 31, 2040?

Will both of the following occur: (a) Humans fail to establish a permanently inhabited base on Mars by December 31, 2040, with continuous occupancy for at least one year, as confirmed by space agencies like NASA, ESA, or equivalent organizations, AND (b) The human population on Earth decreases compared to 2030 levels due to a significant number of people migrating to extraterrestrial settlements (e.g., Mars, Moon) by December 31, 2040, as reported by the United Nations or other global demographic agencies?",0.01,"Will either a permanent human base be established on Mars or Earth's population decrease due to off-planet migration by December 31, 2040?

Will either of the following occur by December 31, 2040:  
(a) Humans establish a permanently inhabited base on Mars with continuous occupancy for at least one year, as confirmed by space agencies like NASA, ESA, or equivalent organizations?  
(b) The human population on Earth decreases compared to 2030 levels due to a significant number of people migrating to extraterrestrial settlements (e.g., Mars, Moon), as reported by the United Nations or other global demographic agencies?  

Resolution Criteria:  
- For part (a), the resolution will be based on official announcements or confirmations from recognized space agencies such as NASA, ESA, or equivalent organizations regarding the establishment and continuous occupancy of a human base on Mars for at least one year.  
- For part (b), the resolution will be based on reports from the United Nations or other global demographic agencies indicating a decrease in Earth's population compared to 2030 levels due to off-planet migration.",0.1,,,0.29793556908954344
but,"Will commercially viable nuclear waste recycling technology be implemented in major countries by December 31, 2030?

Will technologies enabling the recycling and reuse of nuclear waste become commercially operational in major nuclear energy-producing countries by December 31, 2030, as confirmed by government energy departments and industry reports?",0.35,"Will both commercially viable nuclear waste recycling technology fail to be implemented in major countries and global nuclear energy capacity double from 2020 levels by December 31, 2030?

Will both of the following occur by December 31, 2030: (a) Technologies enabling the recycling and reuse of nuclear waste fail to become commercially operational in major nuclear energy-producing countries, as confirmed by government energy departments and industry reports, and (b) The world's total nuclear energy generation capacity increases to at least twice that of 2020 levels, as reported by the International Atomic Energy Agency, with significant contributions from countries implementing nuclear waste recycling?",0.15,"Will either commercially viable nuclear waste recycling technology be implemented in major countries or global nuclear energy capacity double from 2020 levels by December 31, 2030?

Will either of the following occur by December 31, 2030:  
(a) Technologies enabling the recycling and reuse of nuclear waste become commercially operational in major nuclear energy-producing countries, as confirmed by government energy departments and industry reports?  
(b) The world's total nuclear energy generation capacity increases to at least twice that of 2020 levels, as reported by the International Atomic Energy Agency, with significant contributions from countries implementing nuclear waste recycling?  

Resolution Criteria:  
- For part (a), confirmation must come from government energy departments and industry reports indicating that nuclear waste recycling technologies are commercially operational in major nuclear energy-producing countries.  
- For part (b), the International Atomic Energy Agency must report that global nuclear energy capacity has doubled from 2020 levels, with significant contributions from countries that have implemented nuclear waste recycling.",0.15,,,0.5033496896105368
but,"Will an artificial womb successfully bring a human fetus to term by December 31, 2035?

Will medical technology achieve the successful gestation of a human fetus from implantation to viable birth using an artificial womb system by December 31, 2035, as documented in medical journals and approved by relevant health authorities?",0.65,"Will Japan legalize human cloning by 2030?

Will Japan officially recognize and legalize human cloning for any purpose by the year 2030, as evidenced by changes in national legislation or official government announcements?

Combined Question:  
Title: Will Japan legalize human cloning by 2030 and will legislation be passed banning or regulating the use of artificial wombs in major countries by December 31, 2035?  
Body: Will both of the following occur: (a) Japan will officially recognize and legalize human cloning for any purpose by the year 2030, as evidenced by changes in national legislation or official government announcements, and (b) at least five major countries will enact laws that ban or heavily regulate the use of artificial womb technology for human reproduction by December 31, 2035, as evidenced by official legal codes and government announcements?",0.1,"Will either an artificial womb successfully bring a human fetus to term or legislation be passed banning or regulating their use in major countries by December 31, 2035?

Will either of the following occur by December 31, 2035:  
(a) Medical technology achieves the successful gestation of a human fetus from implantation to viable birth using an artificial womb system, as documented in medical journals and approved by relevant health authorities.  
(b) At least five major countries enact laws that ban or heavily regulate the use of artificial womb technology for human reproduction, as evidenced by official legal codes and government announcements?  

Resolution Criteria:  
- For (a), the resolution will be based on credible reports in medical journals and approvals by relevant health authorities confirming the successful use of an artificial womb system for human gestation.  
- For (b), the resolution will be based on official legal codes and government announcements confirming that at least five major countries have enacted laws banning or heavily regulating artificial womb technology for human reproduction.",0.65,,,0.1353329904901917
cond,"Will a functional human brain emulation be achieved by December 31, 2030?

Will scientists successfully create a comprehensive and functional emulation of the human brain at the synaptic level using supercomputing resources or neuromorphic hardware by December 31, 2030? The emulation must demonstrate human-like cognitive functions in learning, memory, and problem-solving, as confirmed by peer-reviewed publications and public demonstrations.",0.1,"Given that a functional human brain emulation is achieved by December 31, 2030, will ethical guidelines for human brain emulations be globally standardized by December 31, 2030?

Given that scientists successfully create a comprehensive and functional emulation of the human brain at the synaptic level using supercomputing resources or neuromorphic hardware by December 31, 2030, demonstrating human-like cognitive functions in learning, memory, and problem-solving as confirmed by peer-reviewed publications and public demonstrations, this question asks if an international regulatory body will publish and have widely adopted ethical guidelines governing the research, development, and application of human brain emulations by December 31, 2030. Adoption must be confirmed by at least 30 countries and recognized in official policy documents.",0.25,"Will both a functional human brain emulation be achieved and ethical guidelines for such emulations be globally standardized by December 31, 2030? Body: Will both of the following occur by December 31, 2030: (a) Scientists successfully create a comprehensive and functional emulation of the human brain at the synaptic level using supercomputing resources or neuromorphic hardware, demonstrating human-like cognitive functions in learning, memory, and problem-solving, as confirmed by peer-reviewed publications and public demonstrations. (b) An international regulatory body publishes and has widely adopted ethical guidelines governing the research, development, and application of human brain emulations, with adoption confirmed by at least 30 countries and recognized in official policy documents?

Will both of the following occur by December 31, 2030: (a) Scientists successfully create a comprehensive and functional emulation of the human brain at the synaptic level using supercomputing resources or neuromorphic hardware, demonstrating human-like cognitive functions in learning, memory, and problem-solving, as confirmed by peer-reviewed publications and public demonstrations. (b) An international regulatory body publishes and has widely adopted ethical guidelines governing the research, development, and application of human brain emulations, with adoption confirmed by at least 30 countries and recognized in official policy documents?",0.05,,,0.10564428184106457
